Brand,Year,Mileage,Transmission,Horsepower,Condition,Color,Price
Honda Civic,2023,25442,Automatic,177,Minor Scratches,Red,30676
Fiat Tipo,2018,97328,Manual,205,Minor Scratches,Blue,10490
BMW 3 Series,2018,71687,Automatic,211,Repaired,Black,39644
Volkswagen Golf,2022,32460,Manual,284,Repaired,Red,26780
Honda Civic,2020,56495,Manual,230,Salvage,Red,12645
Ford Focus,2023,20722,Manual,222,Minor Scratches,Black,25869
Toyota Corolla,2020,60490,Automatic,206,Clean Title,Red,25973
Honda Civic,2018,81277,Manual,194,Repaired,Black,17144
Honda Civic,2015,121000,Manual,202,Repaired,Black,9160
Ford Focus,2015,129950,Automatic,177,Repaired,White,7555
Fiat Tipo,2021,49944,Manual,160,Repaired,Blue,15992
Tesla Model 3,2018,98966,Automatic,260,Repaired,Blue,32510
Fiat Tipo,2016,124668,Automatic,133,Repaired,Black,6780
Toyota Corolla,2019,59046,Manual,104,Minor Scratches,Blue,20837
Toyota Corolla,2015,103890,Automatic,281,Salvage,Gray,6325
Tesla Model 3,2023,29710,Automatic,172,Repaired,Black,45485
Volkswagen Golf,2023,27672,Automatic,164,Salvage,Red,19268
Tesla Model 3,2019,71778,Manual,183,Salvage,Red,22039
Fiat Tipo,2022,32160,Automatic,177,Salvage,Blue,11830
Tesla Model 3,2024,8086,Manual,224,Minor Scratches,Black,58237
BMW 3 Series,2023,21704,Manual,284,Minor Scratches,Black,61175
Toyota Corolla,2017,91464,Manual,228,Salvage,Black,8220
Ford Focus,2022,36975,Automatic,198,Minor Scratches,Black,25274
Tesla Model 3,2022,44427,Automatic,264,Salvage,White,27843
Ford Focus,2024,14011,Automatic,288,Repaired,Gray,28052
Honda Civic,2019,78846,Automatic,105,Clean Title,Gray,24429
Fiat Tipo,2022,27849,Automatic,125,Salvage,Blue,12951
Toyota Corolla,2021,53344,Manual,222,Salvage,Red,13254
Fiat Tipo,2022,24558,Manual,198,Salvage,White,11987
BMW 3 Series,2015,84720,Automatic,191,Repaired,Black,31798
Volkswagen Golf,2020,65150,Automatic,279,Minor Scratches,Blue,26366
BMW 3 Series,2018,79317,Automatic,234,Salvage,Blue,23386
Tesla Model 3,2024,10868,Automatic,249,Repaired,Gray,50236
Honda Civic,2017,87384,Automatic,285,Salvage,White,9600
Honda Civic,2020,53790,Manual,277,Repaired,Blue,21909
Ford Focus,2023,29492,Automatic,274,Clean Title,Gray,31666
BMW 3 Series,2016,116793,Manual,228,Minor Scratches,Black,31970
Volkswagen Golf,2017,82632,Automatic,167,Minor Scratches,Blue,19084
BMW 3 Series,2015,97840,Manual,255,Clean Title,Gray,34066
Honda Civic,2020,69965,Automatic,287,Repaired,Gray,21214
BMW 3 Series,2019,76806,Automatic,218,Repaired,Black,41140
BMW 3 Series,2016,78318,Manual,261,Minor Scratches,Gray,37426
Ford Focus,2017,119392,Manual,224,Clean Title,Black,11604
Toyota Corolla,2024,14845,Manual,247,Minor Scratches,Black,31789
Volkswagen Golf,2023,18818,Automatic,269,Repaired,White,31801
Tesla Model 3,2023,29550,Automatic,233,Repaired,Gray,47895
BMW 3 Series,2024,9682,Automatic,190,Salvage,Red,35479
Tesla Model 3,2023,18630,Automatic,233,Repaired,Blue,45425
Toyota Corolla,2018,91714,Manual,170,Clean Title,Gray,17165
Volkswagen Golf,2015,126530,Manual,121,Minor Scratches,White,11123
BMW 3 Series,2016,85923,Manual,181,Clean Title,Black,40653
Honda Civic,2019,67806,Manual,244,Clean Title,Gray,24653
Ford Focus,2016,82305,Manual,291,Salvage,Gray,6970
Honda Civic,2018,104391,Automatic,178,Salvage,Red,9850
Volkswagen Golf,2020,60635,Automatic,210,Repaired,Red,23268
Volkswagen Golf,2016,114309,Manual,115,Salvage,White,7438
Ford Focus,2017,93616,Automatic,268,Minor Scratches,Red,13715
BMW 3 Series,2018,57519,Automatic,144,Salvage,Black,24225
Fiat Tipo,2023,18644,Automatic,123,Repaired,Red,21157
Tesla Model 3,2017,69480,Automatic,195,Minor Scratches,Gray,34928
Toyota Corolla,2021,39444,Manual,227,Salvage,Red,13673
Honda Civic,2024,14786,Manual,298,Repaired,Black,29692
BMW 3 Series,2018,77399,Manual,183,Repaired,Red,37433
Fiat Tipo,2024,11826,Manual,268,Clean Title,Gray,27540
Honda Civic,2019,82416,Manual,108,Clean Title,White,22177
Ford Focus,2019,60492,Manual,299,Salvage,Gray,10602
BMW 3 Series,2018,92442,Manual,248,Minor Scratches,White,42154
BMW 3 Series,2017,76960,Manual,205,Minor Scratches,Gray,39637
Fiat Tipo,2015,89600,Manual,253,Salvage,Black,4700
Volkswagen Golf,2021,51328,Manual,247,Salvage,Red,15724
Tesla Model 3,2021,55472,Manual,265,Salvage,Blue,24226
Volkswagen Golf,2016,77499,Automatic,168,Salvage,Gray,10519
Fiat Tipo,2015,147640,Automatic,273,Minor Scratches,Blue,4249
Tesla Model 3,2016,74925,Manual,242,Clean Title,Gray,33891
Honda Civic,2018,66626,Manual,241,Minor Scratches,Black,18932
Fiat Tipo,2020,52800,Manual,102,Clean Title,Red,18358
Toyota Corolla,2015,117930,Automatic,226,Minor Scratches,Gray,10894
BMW 3 Series,2019,78030,Automatic,209,Clean Title,Blue,50166
Fiat Tipo,2017,88712,Automatic,155,Repaired,Gray,10487
Toyota Corolla,2021,37236,Automatic,282,Minor Scratches,White,25499
Honda Civic,2017,67816,Automatic,108,Minor Scratches,White,19807
Toyota Corolla,2019,89916,Manual,281,Repaired,Gray,15500
Volkswagen Golf,2021,47992,Manual,198,Minor Scratches,Black,28473
Toyota Corolla,2015,144280,Automatic,180,Minor Scratches,Gray,7823
Fiat Tipo,2016,120060,Automatic,230,Repaired,Gray,7010
Volkswagen Golf,2015,93350,Automatic,119,Repaired,Black,14214
Toyota Corolla,2017,87768,Manual,120,Salvage,Red,7885
BMW 3 Series,2016,112311,Manual,274,Minor Scratches,Blue,33233
Honda Civic,2019,77892,Automatic,162,Minor Scratches,Gray,20823
BMW 3 Series,2017,65912,Automatic,263,Repaired,Gray,35331
Toyota Corolla,2018,94808,Automatic,142,Clean Title,Blue,18889
Toyota Corolla,2018,60403,Manual,172,Minor Scratches,Black,19125
Honda Civic,2023,21740,Automatic,126,Repaired,Gray,27617
Ford Focus,2023,17660,Manual,180,Repaired,Blue,25044
Tesla Model 3,2019,57228,Manual,102,Minor Scratches,Black,39460
Ford Focus,2018,64708,Manual,122,Minor Scratches,Black,16682
Fiat Tipo,2021,46992,Manual,229,Minor Scratches,White,17537
Volkswagen Golf,2021,51028,Automatic,254,Minor Scratches,Red,27982
Honda Civic,2015,114630,Automatic,295,Salvage,Red,6984
Fiat Tipo,2023,21356,Manual,151,Minor Scratches,Gray,23160
Volkswagen Golf,2016,82458,Automatic,226,Salvage,Gray,9631
Toyota Corolla,2018,92834,Automatic,128,Repaired,Black,15341
Fiat Tipo,2020,42230,Automatic,135,Repaired,Gray,17633
Tesla Model 3,2018,62923,Automatic,263,Repaired,Black,34594
Ford Focus,2018,93149,Manual,136,Repaired,Red,12179
Toyota Corolla,2017,103288,Automatic,176,Clean Title,Red,16465
Tesla Model 3,2019,88278,Manual,212,Salvage,Black,20279
Honda Civic,2015,83430,Automatic,249,Clean Title,White,17070
Volkswagen Golf,2015,105970,Manual,151,Repaired,White,10982
Ford Focus,2020,41315,Automatic,164,Minor Scratches,Blue,21990
Ford Focus,2021,59668,Automatic,229,Clean Title,Black,25978
Tesla Model 3,2017,106784,Automatic,144,Salvage,Gray,17476
Ford Focus,2016,83502,Automatic,125,Clean Title,Red,15391
Toyota Corolla,2021,43564,Automatic,138,Repaired,White,21997
Toyota Corolla,2017,93192,Manual,107,Repaired,Black,11978
Toyota Corolla,2016,116325,Automatic,172,Minor Scratches,Red,12176
Tesla Model 3,2016,127422,Manual,195,Minor Scratches,Red,27459
Toyota Corolla,2016,132273,Manual,219,Clean Title,Black,10436
Toyota Corolla,2022,28029,Automatic,156,Clean Title,Black,30268
Volkswagen Golf,2016,107865,Manual,240,Minor Scratches,White,13822
Volkswagen Golf,2015,133260,Automatic,134,Repaired,Blue,10445
Honda Civic,2016,116334,Manual,127,Clean Title,Gray,14515
Honda Civic,2021,55980,Automatic,287,Repaired,White,22946
BMW 3 Series,2023,29148,Automatic,149,Minor Scratches,Red,60598
Volkswagen Golf,2017,108224,Automatic,173,Repaired,Black,14589
Fiat Tipo,2023,24886,Automatic,188,Minor Scratches,Black,24063
BMW 3 Series,2021,38048,Automatic,141,Repaired,Blue,47594
Fiat Tipo,2023,25518,Automatic,270,Salvage,Blue,12868
Ford Focus,2015,124580,Manual,204,Clean Title,Gray,8745
BMW 3 Series,2022,25017,Automatic,259,Minor Scratches,Blue,57395
Ford Focus,2015,142920,Automatic,254,Repaired,Blue,6860
Fiat Tipo,2018,56399,Automatic,274,Clean Title,Gray,16913
Toyota Corolla,2017,83584,Manual,140,Clean Title,Black,16436
Ford Focus,2021,37388,Manual,132,Salvage,Gray,13354
Honda Civic,2023,17762,Manual,231,Repaired,Gray,27253
Volkswagen Golf,2018,68628,Automatic,268,Repaired,Red,20588
Fiat Tipo,2020,55710,Automatic,133,Clean Title,White,19847
Ford Focus,2022,27306,Manual,281,Repaired,White,21969
Volkswagen Golf,2023,21100,Manual,231,Minor Scratches,Black,33142
Ford Focus,2016,131967,Manual,212,Repaired,Red,7317
BMW 3 Series,2022,33726,Manual,203,Clean Title,Blue,62303
Tesla Model 3,2018,94591,Manual,182,Clean Title,Gray,37622
Ford Focus,2022,44004,Automatic,251,Repaired,Gray,22872
Honda Civic,2017,96040,Automatic,197,Repaired,Blue,15988
Honda Civic,2015,123300,Manual,269,Minor Scratches,Red,10261
Ford Focus,2022,37548,Automatic,187,Clean Title,Black,29342
Honda Civic,2017,83120,Manual,291,Minor Scratches,White,17454
Toyota Corolla,2016,127692,Manual,287,Clean Title,Black,11018
Honda Civic,2020,72300,Manual,173,Repaired,Black,19765
Honda Civic,2018,86310,Manual,163,Clean Title,Gray,19299
BMW 3 Series,2020,62720,Manual,297,Clean Title,White,56379
Ford Focus,2016,111510,Automatic,178,Minor Scratches,Blue,11511
Tesla Model 3,2018,91504,Automatic,117,Salvage,White,20135
Fiat Tipo,2023,23180,Manual,298,Clean Title,White,26473
Tesla Model 3,2020,41645,Automatic,184,Salvage,Gray,25486
Ford Focus,2022,44052,Automatic,297,Minor Scratches,Gray,24624
Fiat Tipo,2018,99743,Manual,165,Repaired,Gray,8999
Volkswagen Golf,2020,72265,Automatic,169,Clean Title,Black,28330
Tesla Model 3,2021,44808,Automatic,147,Salvage,Black,24810
Honda Civic,2022,31332,Manual,275,Repaired,Gray,24430
BMW 3 Series,2015,84980,Manual,120,Minor Scratches,Black,33742
Tesla Model 3,2016,101124,Manual,117,Minor Scratches,Black,30362
Ford Focus,2020,64885,Automatic,300,Clean Title,White,23621
Volkswagen Golf,2021,46308,Manual,156,Minor Scratches,Black,27904
Toyota Corolla,2018,65023,Automatic,168,Salvage,Blue,10565
Tesla Model 3,2020,44195,Automatic,186,Minor Scratches,White,45067
Fiat Tipo,2022,36210,Automatic,172,Repaired,Black,19837
Toyota Corolla,2018,78722,Manual,200,Repaired,Black,15011
Tesla Model 3,2024,9889,Automatic,294,Salvage,Red,30316
BMW 3 Series,2016,77283,Automatic,250,Minor Scratches,Black,38688
Honda Civic,2018,74788,Automatic,287,Clean Title,White,21866
BMW 3 Series,2015,130640,Manual,236,Minor Scratches,Blue,28429
BMW 3 Series,2023,19280,Manual,191,Salvage,White,34409
Honda Civic,2015,144540,Automatic,210,Minor Scratches,White,9496
Tesla Model 3,2015,95140,Manual,294,Repaired,Gray,24824
Toyota Corolla,2017,95808,Manual,238,Salvage,Red,7621
Ford Focus,2017,109736,Automatic,208,Salvage,Red,7483
BMW 3 Series,2018,79779,Manual,159,Minor Scratches,Black,40252
Honda Civic,2015,99800,Manual,134,Salvage,Gray,7065
Honda Civic,2023,29016,Automatic,119,Clean Title,Black,36340
Tesla Model 3,2017,116728,Automatic,249,Clean Title,White,34437
Ford Focus,2021,50908,Manual,173,Repaired,Red,18936
BMW 3 Series,2018,95459,Automatic,276,Salvage,Blue,22208
Ford Focus,2022,38532,Manual,111,Minor Scratches,White,23848
BMW 3 Series,2016,126513,Manual,240,Minor Scratches,Blue,32464
Toyota Corolla,2022,29061,Manual,197,Repaired,Gray,24159
BMW 3 Series,2015,80930,Manual,191,Clean Title,Blue,36598
Volkswagen Golf,2021,39200,Automatic,282,Clean Title,White,31352
Tesla Model 3,2015,85630,Manual,171,Repaired,White,25029
Tesla Model 3,2020,71445,Automatic,183,Clean Title,Red,44969
Volkswagen Golf,2018,91077,Manual,250,Repaired,Red,17504
Tesla Model 3,2016,121806,Automatic,115,Salvage,White,16520
Honda Civic,2022,41520,Manual,133,Minor Scratches,White,28478
Fiat Tipo,2023,22368,Automatic,221,Minor Scratches,Gray,25151
Toyota Corolla,2020,63480,Manual,281,Minor Scratches,White,20921
Honda Civic,2020,67700,Manual,266,Clean Title,Blue,24540
BMW 3 Series,2022,38085,Manual,273,Clean Title,Gray,65009
Fiat Tipo,2020,56530,Automatic,111,Minor Scratches,Red,17422
Fiat Tipo,2020,42640,Manual,263,Clean Title,Gray,20306
BMW 3 Series,2020,50195,Automatic,143,Repaired,White,45347
Fiat Tipo,2020,68485,Manual,140,Minor Scratches,Red,15897
Ford Focus,2016,113589,Manual,257,Clean Title,White,10878
Volkswagen Golf,2020,53020,Manual,194,Clean Title,Black,28425
Toyota Corolla,2024,10646,Automatic,195,Clean Title,White,35024
Toyota Corolla,2017,114392,Automatic,286,Clean Title,Red,14660
Ford Focus,2022,36738,Manual,173,Salvage,Black,13543
Volkswagen Golf,2016,125631,Automatic,289,Repaired,Blue,12332
Tesla Model 3,2024,11968,Manual,223,Salvage,Blue,31037
Toyota Corolla,2016,110394,Automatic,221,Repaired,Red,11231
BMW 3 Series,2024,10398,Automatic,246,Salvage,Blue,36061
Fiat Tipo,2015,92030,Manual,205,Repaired,White,6942
Honda Civic,2020,44850,Automatic,140,Salvage,Black,14467
Fiat Tipo,2021,49908,Manual,184,Clean Title,Gray,19629
Tesla Model 3,2015,106360,Manual,180,Repaired,Blue,23792
Fiat Tipo,2015,90460,Manual,233,Clean Title,Red,9365
Volkswagen Golf,2017,94368,Manual,140,Clean Title,Black,18894
Tesla Model 3,2023,18352,Automatic,152,Salvage,White,29994
Tesla Model 3,2015,92580,Manual,168,Clean Title,Red,30072
BMW 3 Series,2018,80969,Manual,191,Minor Scratches,Black,42625
Fiat Tipo,2024,13230,Manual,206,Repaired,Blue,21823
Ford Focus,2019,61770,Automatic,254,Minor Scratches,Gray,19146
Honda Civic,2018,58485,Manual,285,Salvage,Black,11498
Fiat Tipo,2016,112824,Manual,140,Minor Scratches,Blue,7194
BMW 3 Series,2019,75978,Manual,155,Clean Title,Black,50136
Volkswagen Golf,2017,87264,Manual,228,Repaired,White,15164
Fiat Tipo,2019,83442,Manual,148,Salvage,Gray,7053
Fiat Tipo,2023,26162,Automatic,281,Repaired,Black,20427
Fiat Tipo,2022,40662,Automatic,124,Clean Title,Gray,23244
BMW 3 Series,2021,34876,Automatic,115,Minor Scratches,Blue,52781
Volkswagen Golf,2024,14346,Automatic,195,Salvage,White,21040
BMW 3 Series,2019,73656,Manual,135,Repaired,Blue,39903
Tesla Model 3,2021,55852,Manual,190,Salvage,Black,24037
Fiat Tipo,2015,124420,Manual,165,Repaired,Blue,4465
Honda Civic,2018,99505,Automatic,257,Clean Title,White,20985
Ford Focus,2016,101898,Manual,214,Repaired,White,10188
Honda Civic,2024,11351,Automatic,243,Minor Scratches,Blue,33264
BMW 3 Series,2024,11947,Automatic,113,Minor Scratches,Blue,62219
Honda Civic,2021,36048,Automatic,205,Minor Scratches,White,29556
BMW 3 Series,2017,83688,Automatic,153,Clean Title,Red,44042
Tesla Model 3,2024,11597,Manual,289,Repaired,Black,50643
BMW 3 Series,2017,69008,Automatic,163,Repaired,Gray,37273
BMW 3 Series,2016,109755,Automatic,133,Minor Scratches,White,33934
Ford Focus,2015,96140,Automatic,284,Minor Scratches,White,11193
Honda Civic,2018,71582,Manual,296,Minor Scratches,White,18505
Honda Civic,2016,96075,Manual,254,Clean Title,White,16364
Toyota Corolla,2016,106155,Manual,256,Repaired,Red,10249
Fiat Tipo,2023,28788,Automatic,182,Minor Scratches,White,23487
Honda Civic,2018,102732,Automatic,143,Minor Scratches,Gray,18424
Volkswagen Golf,2020,74355,Manual,199,Clean Title,Blue,26604
Volkswagen Golf,2020,43955,Automatic,191,Salvage,Red,14716
Ford Focus,2020,43325,Automatic,287,Repaired,Blue,20561
Honda Civic,2015,80840,Automatic,101,Repaired,Gray,14261
BMW 3 Series,2017,105888,Manual,249,Clean Title,White,39975
Volkswagen Golf,2017,102896,Manual,173,Minor Scratches,Black,15606
Volkswagen Golf,2023,17554,Automatic,214,Minor Scratches,Black,33605
Ford Focus,2019,75792,Manual,161,Repaired,Red,15802
Toyota Corolla,2018,75957,Manual,239,Salvage,White,9217
Honda Civic,2017,72728,Manual,298,Salvage,White,10035
Honda Civic,2021,51232,Automatic,229,Salvage,Red,14926
Tesla Model 3,2023,25736,Manual,245,Salvage,White,28229
BMW 3 Series,2023,20436,Automatic,267,Salvage,White,32975
Volkswagen Golf,2024,10399,Manual,174,Clean Title,White,40933
Honda Civic,2015,149790,Automatic,120,Clean Title,Black,10938
Toyota Corolla,2018,81130,Automatic,161,Repaired,Blue,16100
Tesla Model 3,2019,50598,Automatic,259,Repaired,White,38029
Volkswagen Golf,2022,40368,Manual,282,Clean Title,Black,32983
Fiat Tipo,2022,42099,Manual,185,Salvage,Red,11092
BMW 3 Series,2021,36048,Automatic,201,Salvage,Gray,29708
Fiat Tipo,2018,81004,Manual,290,Clean Title,Blue,12946
Fiat Tipo,2015,127910,Automatic,129,Salvage,Red,3304
Honda Civic,2020,40190,Automatic,198,Repaired,Blue,24568
Ford Focus,2023,19278,Automatic,290,Repaired,Black,25787
BMW 3 Series,2021,56768,Automatic,159,Clean Title,Blue,60517
Tesla Model 3,2023,27664,Manual,257,Minor Scratches,Red,51774
Toyota Corolla,2020,69050,Manual,245,Repaired,Gray,18528
Fiat Tipo,2019,85680,Manual,216,Repaired,Red,11086
Tesla Model 3,2024,14919,Manual,228,Clean Title,White,62694
Fiat Tipo,2021,40104,Manual,251,Minor Scratches,Black,18819
Volkswagen Golf,2017,74528,Automatic,106,Salvage,White,11026
Volkswagen Golf,2023,22366,Automatic,255,Clean Title,Red,38378
Tesla Model 3,2022,38382,Automatic,265,Salvage,Blue,28131
BMW 3 Series,2021,53584,Manual,188,Minor Scratches,Gray,50250
Toyota Corolla,2021,37236,Automatic,206,Clean Title,Gray,29859
Fiat Tipo,2018,61054,Manual,132,Salvage,White,7543
Tesla Model 3,2019,58284,Automatic,138,Clean Title,White,46721
Ford Focus,2016,117081,Manual,156,Clean Title,Gray,10397
Toyota Corolla,2021,32580,Manual,224,Repaired,Blue,21764
Volkswagen Golf,2015,85710,Manual,168,Clean Title,Black,16041
Ford Focus,2018,65345,Manual,115,Clean Title,Black,18996
Volkswagen Golf,2020,72020,Manual,111,Clean Title,Gray,25670
Tesla Model 3,2017,100224,Manual,118,Repaired,Gray,28881
Fiat Tipo,2015,139450,Manual,132,Repaired,Black,3272
Honda Civic,2020,42780,Automatic,105,Clean Title,White,28373
Fiat Tipo,2021,52804,Manual,133,Minor Scratches,Blue,18671
Honda Civic,2019,62574,Manual,206,Minor Scratches,Black,22280
Fiat Tipo,2018,70952,Manual,147,Repaired,Gray,11981
Toyota Corolla,2018,78407,Automatic,199,Repaired,Gray,16828
Volkswagen Golf,2023,25178,Automatic,180,Clean Title,White,37709
Volkswagen Golf,2019,64062,Automatic,245,Minor Scratches,Red,23352
Ford Focus,2023,24666,Automatic,273,Repaired,Red,25083
Toyota Corolla,2015,126310,Manual,165,Repaired,Blue,7212
Fiat Tipo,2019,58890,Manual,294,Salvage,Blue,8167
BMW 3 Series,2016,89505,Automatic,231,Salvage,Gray,19315
Volkswagen Golf,2016,98424,Manual,209,Salvage,White,8807
Ford Focus,2018,94381,Manual,227,Repaired,Gray,12606
Volkswagen Golf,2015,103950,Manual,254,Clean Title,Black,15135
Fiat Tipo,2018,90524,Manual,264,Repaired,Red,9953
Volkswagen Golf,2023,24442,Manual,128,Minor Scratches,Black,32952
Toyota Corolla,2020,47540,Manual,259,Minor Scratches,Gray,21256
Honda Civic,2022,27732,Automatic,196,Repaired,White,26316
Fiat Tipo,2017,90368,Manual,185,Minor Scratches,Blue,10167
Ford Focus,2022,28041,Automatic,202,Clean Title,Red,29443
Toyota Corolla,2024,9545,Manual,253,Salvage,Black,17479
Honda Civic,2016,125280,Manual,148,Salvage,Black,6230
Ford Focus,2018,56560,Automatic,156,Minor Scratches,Gray,18225
Tesla Model 3,2018,72926,Automatic,248,Minor Scratches,Black,36702
Fiat Tipo,2023,20468,Automatic,267,Repaired,Blue,21156
Fiat Tipo,2021,44624,Automatic,165,Minor Scratches,Gray,19938
Volkswagen Golf,2015,103810,Automatic,217,Repaired,Red,12383
Honda Civic,2024,12151,Automatic,190,Salvage,Red,19615
Honda Civic,2019,52422,Automatic,206,Minor Scratches,Red,24067
Tesla Model 3,2020,52265,Automatic,111,Clean Title,Blue,47059
Toyota Corolla,2024,9290,Manual,127,Repaired,Black,28882
BMW 3 Series,2021,55004,Manual,193,Salvage,White,30080
BMW 3 Series,2019,67614,Automatic,287,Minor Scratches,Red,48192
Fiat Tipo,2015,87710,Manual,266,Minor Scratches,Black,7957
Toyota Corolla,2021,51020,Manual,257,Salvage,Black,13438
Tesla Model 3,2018,65597,Manual,141,Minor Scratches,Gray,36141
Ford Focus,2024,13616,Manual,242,Minor Scratches,Black,30267
Volkswagen Golf,2016,123561,Automatic,139,Salvage,White,7978
Ford Focus,2016,124452,Manual,143,Repaired,Red,8048
Ford Focus,2017,83536,Automatic,178,Clean Title,White,16279
Toyota Corolla,2023,21096,Manual,106,Minor Scratches,Blue,29165
Honda Civic,2017,90344,Manual,135,Salvage,Blue,8793
Volkswagen Golf,2023,25346,Automatic,220,Minor Scratches,Black,33290
Tesla Model 3,2018,89068,Manual,288,Minor Scratches,White,35512
BMW 3 Series,2017,94656,Manual,250,Repaired,Gray,32678
Honda Civic,2016,132930,Manual,256,Repaired,Blue,9364
Ford Focus,2017,87984,Manual,279,Repaired,Blue,11815
BMW 3 Series,2022,31143,Automatic,115,Clean Title,Blue,65697
BMW 3 Series,2023,25564,Automatic,171,Repaired,Gray,54444
Ford Focus,2019,86406,Automatic,102,Minor Scratches,Blue,18137
